HSBC,IN38770507,Acknowledged,4,03/14/2018,harsbhat
HSBC,IN38169931,Suspended,4,03/13/2018,abek
HSBC,IN38336321,Suspended,4,03/15/2018,amasarda
HSBC,IN38685635,Acknowledged,4,03/14/2018,bbarzola
HSBC,IN38701616,Suspended,4,03/14/2018,jharmata
HSBC,IN38721781,Acknowledged,4,03/08/2018,"KHANEJA,SAURABH"
HSBC,IN38740536,Suspended,4,03/15/2018,ameleval
HSBC,IN38795333,Acknowledged,4,03/14/2018,bbarzola
HSBC,IN38807466,Suspended,4,03/15/2018,achengal
HSBC,IN38811895,Suspended,4,03/14/2018,sathravi
HSBC,IN38809192,Acknowledged,4,03/15/2018,mohmohan
HSBC,IN38434482,Suspended,4,03/14/2018,jharmata
HSBC,IN38433613,Suspended,3,03/12/2018,asyczews
HSBC,IN38613026,Acknowledged,4,03/15/2018,krisjosh
HSBC,IN37915422,Acknowledged,4,03/15/2018,serana
HSBC,IN38093884,Suspended,4,03/13/2018,rajuppal
HSBC,IN38093232,Suspended,4,03/14/2018,madziedz
HSBC,IN38405512,Suspended,4,03/14/2018,asyczews
HSBC,IN38794255,Acknowledged,4,03/13/2018,bbarzola
HSBC,IN38810028,Suspended,4,03/14/2018,"HALL,TRACI"
HSBC,IN38806116,Acknowledged,4,03/15/2018,mohmohan
HSBC,IN38809708,Acknowledged,4,03/15/2018,gshravya
HSBC,IN38811855,Suspended,4,03/14/2018,"HALL,TRACI"
HSBC,IN38815565,Acknowledged,4,03/15/2018,ameleval
IN38824774,,,2018-03-1513:03:59,03/15/2018,2018-03-1514:47:56
HSBC,IN38769850,Acknowledged,4,03/14/2018,bbarzola
HSBC,IN38809269,Acknowledged,4,03/14/2018,asyczews
HSBC,IN38804323,Acknowledged,4,03/15/2018,jharmata
HSBC,IN37962903,Suspended,4,03/14/2018,harsbhat
HSBC,IN37999523,Suspended,4,03/12/2018,abek
HSBC,IN38423171,Suspended,4,03/12/2018,abek
HSBC,IN38421002,Acknowledged,4,03/14/2018,asyczews
HSBC,IN38479002,Suspended,4,03/14/2018,shreyrao
HSBC,IN38093638,Suspended,4,03/13/2018,rajuppal
HSBC,IN38093818,Suspended,4,03/13/2018,rajuppal
HSBC,IN38553312,Suspended,3,03/14/2018,abvp
HSBC,IN38616545,Suspended,4,03/14/2018,harsbhat
HSBC,IN38707697,Suspended,4,03/14/2018,niveas
HSBC,IN38775401,Acknowledged,4,03/15/2018,azeppuha
HSBC,IN38789070,Suspended,2,03/15/2018,schemath
HSBC,IN38777104,Acknowledged,4,03/13/2018,azeppuha
HSBC,IN38793840,Suspended,4,03/14/2018,abvp
HSBC,IN38417404,Acknowledged,2,03/14/2018,ramongo
HSBC,IN38584556,Suspended,4,03/15/2018,gshravya
HSBC,IN38791401,Suspended,4,03/15/2018,amasarda
HSBC,IN38806044,Acknowledged,4,03/15/2018,harsbhat
IN38804921,,,2018-03-1409:33:04,03/15/2018,2018-03-1515:03:20
HSBC,IN38794568,Acknowledged,4,03/13/2018,steterry
HSBC,IN38801685,Suspended,4,03/15/2018,amasarda
HSBC,IN38825216,Acknowledged,4,03/15/2018,schemath
HSBC,IN38824114,Suspended,4,03/15/2018,achengal
HSBC,IN38813341,Acknowledged,4,03/14/2018,azeppuha
HSBC,IN38812512,Suspended,4,03/14/2018,shrearor
HSBC,IN38815043,Acknowledged,4,03/15/2018,serana
HSBC,IN38622782,Suspended,4,03/07/2018,"HALL,TRACI"
HSBC,IN38670124,Acknowledged,4,03/15/2018,rxmeyer
HSBC,IN38667406,Suspended,4,03/12/2018,"HALL,TRACI"
HSBC,IN38615786,Suspended,4,03/14/2018,krisjosh
HSBC,IN38663664,Acknowledged,4,03/13/2018,gshravya
HSBC,IN38707334,Suspended,4,03/13/2018,svenkatt
HSBC,IN38746496,Suspended,4,03/14/2018,madziedz
HSBC,IN38725039,Suspended,4,03/14/2018,abvp
HSBC,IN38718034,Suspended,4,03/14/2018,jharmata
HSBC,IN38737500,Acknowledged,4,03/14/2018,harsbhat
HSBC,IN37951897,Suspended,4,03/11/2018,abek
HSBC,IN38286057,Suspended,4,03/12/2018,abek
HSBC,IN38298585,Suspended,3,03/15/2018,amasarda
HSBC,IN38604844,Suspended,4,03/12/2018,abek
HSBC,IN38646730,Suspended,4,03/14/2018,sathravi
HSBC,IN38392105,Suspended,4,03/13/2018,lakshjai
HSBC,IN38483785,Acknowledged,3,03/13/2018,rxmeyer
HSBC,IN38683252,Suspended,4,03/14/2018,azeppuha
HSBC,IN38711997,Suspended,4,03/15/2018,ameleval
HSBC,IN38719202,Suspended,4,03/12/2018,bholovko
HSBC,IN38768626,Acknowledged,4,03/15/2018,genagara
HSBC,IN38788760,Suspended,4,03/15/2018,rxmeyer
HSBC,IN38795145,Acknowledged,4,03/14/2018,azeppuha
HSBC,IN38578253,Acknowledged,4,03/13/2018,ramongo
HSBC,IN38588738,Acknowledged,4,03/13/2018,shreyrao
HSBC,IN38738057,Acknowledged,4,03/12/2018,asyczews
HSBC,IN38740187,Suspended,4,03/14/2018,azeppuha
HSBC,IN38773646,Suspended,4,03/15/2018,rkarnani
HSBC,IN38815358,Acknowledged,3,03/15/2018,abvp
HSBC,IN38817985,Acknowledged,4,03/15/2018,serana
HSBC,IN38718159,Acknowledged,4,03/14/2018,svenkatt
HSBC,IN38731054,Acknowledged,4,03/14/2018,svenkatt
HSBC,IN38734155,Suspended,4,03/15/2018,steterry
HSBC,IN38771180,Suspended,4,03/15/2018,krisjosh
HSBC,IN38793509,Suspended,4,03/14/2018,abvp
HSBC,IN38794810,Acknowledged,4,03/14/2018,bbarzola
HSBC,IN38797738,Acknowledged,4,03/13/2018,rahulsah
HSBC,IN38824479,Acknowledged,4,03/15/2018,svenkatt
HSBC,IN38826066,Acknowledged,4,03/15/2018,genagara
HSBC,IN38823982,Acknowledged,4,03/15/2018,schemath
HSBC,IN38685639,Acknowledged,4,03/06/2018,"BATRA,VIVEK"
HSBC,IN38769185,Acknowledged,4,03/13/2018,svenkatt
HSBC,IN38772488,Suspended,4,03/14/2018,jharmata
HSBC,IN38793101,Suspended,4,03/14/2018,rxmeyer
HSBC,IN38801552,Acknowledged,4,03/15/2018,serana
HSBC,IN38745074,Acknowledged,4,03/14/2018,gshravya
HSBC,IN38771463,Acknowledged,4,03/15/2018,serana
HSBC,IN38789368,Suspended,4,03/15/2018,rkarnani
HSBC,IN38794226,Acknowledged,4,03/13/2018,lakshjai
HSBC,IN38809774,Acknowledged,4,03/14/2018,kshtepa
HSBC,IN38796044,Acknowledged,4,03/15/2018,harsbhat
HSBC,IN38805196,Acknowledged,4,03/15/2018,mohmohan
HSBC,IN38802956,Suspended,4,03/15/2018,gshravya
HSBC,IN38824681,Acknowledged,4,03/15/2018,ramongo
HSBC,IN38812554,Acknowledged,4,03/14/2018,bbarzola
HSBC,IN38813599,Acknowledged,4,03/14/2018,azeppuha
HSBC,IN38822526,Acknowledged,4,03/15/2018,jharmata
HSBC,IN38821660,Suspended,4,03/15/2018,schemath
HSBC,IN38812631,Acknowledged,3,03/14/2018,rxmeyer
IN38824405,,,2018-03-1512:37:56,03/15/2018,2018-03-1514:54:36
IN38825550,,,2018-03-1513:57:18.999000,03/15/2018,2018-03-1514:49:08.999000
HSBC,IN38763898,Acknowledged,4,03/15/2018,harsbhat
HSBC,IN38793775,Acknowledged,4,03/14/2018,azeppuha
HSBC,IN38780517,Suspended,4,03/14/2018,rajuppal
HSBC,IN38792100,Acknowledged,4,03/15/2018,ramongo
HSBC,IN38805715,Suspended,4,03/14/2018,asyczews
HSBC,IN38807827,Acknowledged,4,03/14/2018,kshtepa
HSBC,IN38813766,Acknowledged,4,03/14/2018,ameleval
HSBC,IN38816362,Acknowledged,4,03/15/2018,gshravya
HSBC,IN38816158,Suspended,4,03/15/2018,gshravya
HSBC,IN38477505,Suspended,4,03/15/2018,siakbar
HSBC,IN38506757,Acknowledged,4,03/15/2018,azeppuha
HSBC,IN38651613,Acknowledged,4,03/15/2018,kshtepa
HSBC,IN38703615,Suspended,4,03/14/2018,harsbhat
HSBC,IN38716102,Acknowledged,4,03/13/2018,svenkatt
HSBC,IN38720435,Suspended,4,03/14/2018,niveas
IN38736908,,,2018-03-0912:17:09.999000,03/15/2018,2018-03-1514:55:36.999000
HSBC,IN38726696,Suspended,4,03/14/2018,shreyrao
HSBC,IN38767193,Acknowledged,4,03/14/2018,niveas
HSBC,IN38792616,Suspended,4,03/14/2018,abvp
HSBC,IN38791343,Acknowledged,4,03/14/2018,ramongo
HSBC,IN38789059,Acknowledged,4,03/15/2018,kshtepa
HSBC,IN38808521,Acknowledged,4,03/15/2018,niveas
HSBC,IN38803600,Suspended,4,03/14/2018,jharmata
HSBC,IN38815999,Acknowledged,3,03/15/2018,abvp
IN38826769,,,2018-03-1514:30:56,03/15/2018,2018-03-1514:37:36
HSBC,IN38816210,Acknowledged,4,03/15/2018,krisjosh
IN38823010,,,2018-03-1510:29:36,03/15/2018,2018-03-1514:49:57.999000
IN38824341,,,2018-03-1512:32:05.999000,03/15/2018,2018-03-1514:52:26
